,Hotel Name,Rating,Address,City Code,Place ID
766,Wyndham Indianapolis West,3.7,"2544 Executive Drive, Indianapolis",IND,ChIJFRoLx4mnbIgRoVSCc_zKW7I
767,La Quinta Inn by Wyndham Indianapolis Airport Executive Dr,3.3,"2650 Executive Drive, Indianapolis",IND,ChIJLc23FIinbIgRwUi8W9ZBzcs
768,Embassy Suites by Hilton Columbus Airport,4.4,"2886 Airport Drive, Columbus",CMH,ChIJS7UCj5GJOIgRr3Owc49VN68
769,Hampton Inn Columbus-Airport,4.1,"4280 International Gateway, Columbus",CMH,ChIJR7IzpxBiOIgRZ6mrlJkPpOU
770,Hilton Garden Inn Columbus Airport,4.1,"4265 Sawyer Road, Columbus",CMH,ChIJt7XtPBpiOIgR7akCfQBjnvo
771,Sonesta Simply Suites Columbus Airport Gahanna,4.3,"590 Taylor Road, Gahanna",CMH,ChIJC0WnSdRjOIgRTLkUuDxJF8E
772,Four Points by Sheraton Columbus Ohio Airport,3.8,"3030 Plaza Properties Boulevard, Columbus",CMH,ChIJ02d16_KJOIgRDAFVubwTjbM
773,Courtyard by Marriott Tucson Airport,4.1,"2505 East Executive Drive, Tucson",TUS,ChIJx-6uDxp71oYR1zLoIv7ZNbo
774,La Quinta Inn & Suites by Wyndham Tucson Airport,4.2,"7001 South Tucson Boulevard, Tucson",TUS,ChIJXeOavxN71oYRbLGkKoBPTwQ
775,Best Western Tucson Int'L Airport Hotel & Suites,3.9,"6801 South Tucson Boulevard, Tucson",TUS,ChIJXZQvFhF71oYR1aZdfq5j_co
776,"Country Inn & Suites by Radisson, Tucson Airport, AZ",4.2,"6681 South Tucson Boulevard, Tucson",TUS,ChIJGZV3tBB71oYRX517ECSJP50
777,Four Points by Sheraton Tucson Airport,4,"7060 South Tucson Boulevard, Tucson",TUS,ChIJ7bMXUxJ71oYRL7Hoo2boW6E
778,Hilton Garden Inn Buffalo Airport,4.4,"4201 Genesee Street, Cheektowaga",BUF,ChIJLfFZwrN004kRIOrKwqI9M7g
779,Homewood Suites by Hilton Buffalo-Airport,4.3,"760 Dick Road, Cheektowaga",BUF,ChIJJR9vBFQL04kRTZjIgC5V6Xo
780,Salvatore's Garden Place Hotel,3.9,"6615 Transit Road, Williamsville",BUF,ChIJUd1w49V104kRh6m_t8jVotI
781,Millennium Buffalo,3.9,"2040 Walden Avenue, Buffalo",BUF,ChIJeaLDnpcM04kR_Fo5TWal0ZE
782,"Holiday Inn Express & Suites Buffalo-Airport, an IHG Hotel",4.2,"131 Buell Avenue, Cheektowaga",BUF,ChIJk0apc61004kRTC3FueOL5_I
783,Hotel Captain Cook,4.5,"939 West 5th Avenue, Anchorage",ANC,ChIJoUUNNIG9yFYRT1rea_yflgI
784,Hilton Anchorage,3.6,"500 West 3rd Avenue, Anchorage",ANC,ChIJgzxCdIe9yFYRdq3MOq8mrQ0
785,SpringHill Suites by Marriott Anchorage University Lake,4.3,"4050 University Lake Drive, Anchorage",ANC,ChIJiTrF5QKXyFYRaSvG-2NZzx4
786,Dimond Center Hotel,4.1,"700 East Dimond Boulevard, Anchorage",ANC,ChIJhwSSWNCZyFYRERrQFrAM0SI
787,Anchorage Downtown Hotel,3.1,"826 K Street, Anchorage",ANC,ChIJef-GSIC9yFYRMmMwrhjjdgY
788,Hilton Garden Inn Jacksonville Airport,4,"13503 Ranch Road, Jacksonville",JAX,ChIJ1RVGsq2v5YgRppXEnZKVlGw
789,Hyatt Place Jacksonville Airport,4.2,"14565 Duval Road, Jacksonville",JAX,ChIJx0UteK2v5YgRbEix1kc2xQw
790,Courtyard by Marriott Jacksonville Airport Northeast,4.2,"14668 Duval Road, Jacksonville",JAX,ChIJ8c4hSa2v5YgRf2shsMAJ9UY
791,Jacksonville Plaza Hotel & Suites,3.3,"14585 Duval Road, Jacksonville",JAX,ChIJ_2fScq2v5YgRpPr-0M8hsSw
792,SpringHill Suites by Marriott Jacksonville Airport,4,"13550 Airport Court, Jacksonville",JAX,ChIJozSXGq-v5YgREgRuKj_hsYY
793,Hilton Garden Inn Hartford North/Bradley Int'l Airport,4.3,"555 Corporate Drive, Windsor",BDL,ChIJVQB4cqH_5okRViSjZ0-lmGs
794,Fairfield Inn & Suites by Marriott Hartford Airport,4,"2 Loten Drive, Windsor Locks",BDL,ChIJ4TTxTHr-5okRGibDNTOM44I
795,Econo Lodge Inn & Suites Airport,3.4,"34 Old County Road, Windsor Locks",BDL,ChIJacAY2dX95okROwpeOqd4FvU
796,DoubleTree by Hilton Hotel Hartford - Bradley Airport,3.8,"16 Ella T, Ella Grasso Turnpike, Windsor Locks",BDL,ChIJW3ufqHr-5okRMN1mxWxsQmQ
797,SpringHill Suites by Marriott Hartford Airport/Windsor Locks,4.2,"225 Ella Grasso Turnpike, Windsor Locks",BDL,ChIJrU6Szdb95okRQok30QWT8Qs
798,"Holiday Inn Palm Beach-Airport Conf Ctr, an IHG Hotel",3.8,"1301 Belvedere Road, West Palm Beach",PBI,ChIJg6jptk7W2IgRmpbpLFl1q70
799,Hilton Palm Beach Airport,4.1,"150 Australian Avenue, West Palm Beach",PBI,ChIJSQIRg7bX2IgRWt51oMk2y8M
800,DoubleTree by Hilton Hotel West Palm Beach Airport,3.8,"1808 South Australian Avenue, West Palm Beach",PBI,ChIJ1xoQbUbW2IgRSlb3VSAOhlw
801,Embassy Suites by Hilton West Palm Beach Central,4.2,"1601 Belvedere Road, West Palm Beach",PBI,ChIJ-0o670nW2IgRei3NTJxV6EU
802,West Palm Beach Marriott,4.2,"1001 Okeechobee Boulevard, West Palm Beach",PBI,ChIJLRfMWF3W2IgRApHUwnsXqdM
803,Maui Seaside Hotel,3.8,"100 West Kaahumanu Avenue, Kahului",OGG,ChIJi7shuN7SVHkRlj70fKaE7N0
804,Maui Beach Hotel,3.7,"170 West Kaahumanu Avenue, Kahului",OGG,ChIJJwCz3N7SVHkRXqWINLrLXOE
805,Maui Sunset,4.4,"1032 South Kihei Road, Kihei",OGG,ChIJhX9eG0TQVHkR418-ozVji8o
806,Maui Coast Hotel,4.5,"2259 South Kihei Road, Kihei",OGG,ChIJ9QaO7qDaVHkR5yI5lfNlSOg
807,The Hale Pau Hana,4.8,"2480 South Kihei Road, Kihei",OGG,ChIJnR4fuaPaVHkRj_dN_9_yVVI
808,"Holiday Inn Express & Suites Sacramento Airport Natomas, an IHG Hotel",4.2,"2981 Advantage Way, Sacramento",SAC,ChIJM1QSh_spm4ARraE1WYfixbQ
809,Hampton Inn & Suites Sacramento-Airport-Natomas,4.3,"3021 Advantage Way, Sacramento",SAC,ChIJz_XrEfwpm4ARZgOu1GHw-Pw
810,Homewood Suites by Hilton Sacramento Airport-Natomas,4.2,"3001 Advantage Way, Sacramento",SAC,ChIJ2euq9fspm4ARDJNU9vy4YKY
811,Four Points by Sheraton Sacramento International Airport,3.7,"4900 Duckhorn Drive, Sacramento",SAC,ChIJqVGyVwIqm4ARUMigG870MPY
812,Worldwide Oakwood,4,"4101 Innovator Drive, Sacramento",SAC,ChIJxdU1aT3WmoARHjV5i7OKDWc
813,Hampton Inn & Suites Norfolk-Airport,4.2,"1511 USAA Drive, Norfolk",ORF,ChIJ2407cfaWuokR6Y2N6L4kRdc
814,Best Western Center Inn,3.8,"5718 Northampton Boulevard, Virginia Beach",ORF,ChIJsT-2OpyWuokRMIVM3DNjulc
815,Residence Inn by Marriott Norfolk Airport,4,"1590 North Military Highway, Norfolk",ORF,ChIJhS21KveWuokRX2SwzyxdsHc
816,La Quinta Inn & Suites by Wyndham Norfolk Airport,3.9,"1387 North Military Highway, Norfolk",ORF,ChIJiX36SliWuokR4O69vfL-4ak
817,Red Roof Inn Virginia Beach - Norfolk Airport,3.2,"5745 Northampton Boulevard, Virginia Beach",ORF,ChIJNTTI8JyWuokRGAg71TOFzvY
818,"Holiday Inn Express & Suites Reno Airport, an IHG Hotel",4.4,"2375 Market Street, Reno",RNO,ChIJX8m41WY_mYAR7oBrdT7oP9M
819,Grand Sierra Resort and Casino,4.3,"2500 East 2nd Street, Reno",RNO,ChIJG7qnuls_mYARweP739kMgh8
820,Peppermill Resort Spa Casino,4.4,"2707 South Virginia Street, Reno",RNO,ChIJ07LkRY9AmYARbPPabWOgb1I
821,Nugget Casino Resort,3.8,"1100 Nugget Avenue, Sparks",RNO,ChIJxQpVnjo_mYARW9gkVzXSKgY
822,Eldorado Resort Casino,4.2,"345 North Virginia Street, Reno",RNO,ChIJ080StzVHmYARD-YbD1sKARw
823,Los Angeles Marriott Burbank Airport,4.3,"2500 North Hollywood Way, Burbank",BUR,ChIJdQ5F7aeVwoARAsQHeyQNLzA
824,Ramada by Wyndham Burbank Airport,3.7,"2900 North San Fernando Boulevard, Burbank",BUR,ChIJ-TgkJgSVwoARnM1PziFoUb4
825,Hampton Inn and Suites Los Angeles Burbank Airport,4.2,"7501 North Glenoaks Boulevard, Burbank",BUR,ChIJr3gi1gGVwoARg_Wq-IpPZqM
826,Courtyard by Marriott Los Angeles Burbank Airport,4.2,"2100 Empire Avenue, Burbank",BUR,ChIJ1XWJhxKVwoAROqbHjEbClSc
827,Extended Stay America - Los Angeles - Burbank Airport,3.6,"2200 Empire Avenue, Burbank",BUR,ChIJn9DknhKVwoARzZYfCk-I424
828,Long Beach Marriott,4.4,"4700 Airport Plaza Drive, Long Beach",LGB,ChIJaxXXgyEy3YARo3UO0Y5o8ao
829,"Holiday Inn Long Beach Airport, an IHG Hotel",4,"2640 North Lakewood Boulevard, Long Beach",LGB,ChIJGdQGnIkx3YARHcjYXaRh0NE
830,Residence Inn by Marriott Long Beach,4.3,"4111 East Willow Street, Long Beach",LGB,ChIJV01VNogx3YARqMq1oDJEAxM
831,Courtyard by Marriott Long Beach Airport,4.4,"3841 North Lakewood Boulevard, Long Beach",LGB,ChIJ13s5P0cy3YARKf-7H9rpskw
832,Extended Stay America - Los Angeles - Long Beach Airport,3.2,"4105 East Willow Street, Long Beach",LGB,ChIJnyw1TYgx3YARWU25vbcqlF4
833,Hampton Inn & Suites Providence/Warwick-Airport,3.2,"2100 Post Road, Warwick",PVD,ChIJaV_w2yhM5IkRf2AL3kRAuvU
834,Holiday Inn Express & Suites Warwick-Providence (Airport),4.2,"901 Jefferson Boulevard, Warwick",PVD,ChIJH6DlNSRM5IkRPb0odTDwTEU
835,Radisson Hotel Providence Airport,3.9,"2081 Post Road, Warwick",PVD,ChIJc9d88ChM5IkROk3cbd1z7q0
836,Hilton Garden Inn Providence Airport/Warwick,4.3,"1 Thurber Street, Warwick",PVD,ChIJlROHX51O5IkRxnltsrLH7IY
837,La Quinta Inn & Suites by Wyndham Warwick Providence Airport,3.6,"36 Jefferson Boulevard, Warwick",PVD,ChIJGxUFuPZO5IkRVXNj2eSaBnE
838,Best Western Premier Waterfront Hotel & Convention Center,4.4,"1 North Main Street, Oshkosh",OSH,ChIJe7QFyfTrA4gRbIws5gZLRd0
839,Hilton Garden Inn Oshkosh,4.1,"1355 West 20th Avenue, Oshkosh",OSH,ChIJaar5lr7uA4gRiK4T4ZwObi8
840,Fairfield Inn & Suites by Marriott Oshkosh,3.9,"1800 South Koeller Street, Oshkosh",OSH,ChIJi-Sd0cXuA4gRAnIbjG7LjFY
841,"Holiday Inn Express & Suites Oshkosh-Sr 41, an IHG Hotel",4.1,"2251 Westowne Avenue, Oshkosh",OSH,ChIJTU_emxjpA4gRlrVabv9oDcA
842,"Motel 6 Oshkosh, WI",2.7,"1015 South Washburn Street, Oshkosh",OSH,ChIJKzzrFM3uA4gRYl0digf5Ar4
843,Hilton Omaha,4.1,"1001 Cass Street, Omaha",OMA,ChIJVVxxHrqPk4cRG2Y67svzDxo
844,Courtyard by Marriott Omaha Downtown/Old Market Area,4.3,"101 South 10th Street, Omaha",OMA,ChIJ11V5zrqPk4cRpmeVE18hdlA
845,Hilton Garden Inn Omaha Downtown/Old Market Area,4.1,"1005 Dodge Street, Omaha",OMA,ChIJP_nuurqPk4cRr4gaAZTf6UU
846,DoubleTree by Hilton Hotel Omaha Downtown,3.8,"1616 Dodge Street, Omaha",OMA,ChIJwdXLQLKPk4cRsqu7mX4skBY
847,Magnolia Hotel Omaha,4.2,"1615 Howard Street, Omaha",OMA,ChIJvRwUUayPk4cRKeFqDLEl2NA
848,"Crowne Plaza Louisville Airport Expo Ctr, an IHG Hotel",4.1,"830 Phillips Lane, Louisville",SDF,ChIJ-R6CU6YNaYgRAgpCmQr6wNQ
849,Hilton Garden Inn Louisville Airport,4.4,"2735 Crittenden Drive, Louisville",SDF,ChIJSxoR5nMNaYgRVxION2i3fbY
850,Courtyard by Marriott Louisville Airport,4,"819 Phillips Lane, Louisville",SDF,ChIJ0cgL3KMNaYgR9pGKS9MxiKs
851,Red Roof Inn Louisville Expo Airport,3.3,"4704 Preston Highway, Louisville",SDF,ChIJHwJ3IUkMaYgR4NkP_JRB2Dc
852,Ramada by Wyndham Louisville Expo Center,3.5,"2912 Crittenden Drive, Louisville",SDF,ChIJl7fCLnQNaYgRTmj9gFm0Vz4
853,DoubleTree by Hilton Hotel Ontario Airport,4.2,"222 North Vineyard Avenue, Ontario",ONT,ChIJ_3xWE1o0w4ARNg29tIPPFvY
854,Ontario Airport Hotel & Conference Center,4.1,"700 North Haven Avenue, Ontario",ONT,ChIJh8pUSqA1w4ARnmmYTDrKXUg
855,"Holiday Inn Express & Suites Ontario Airport, an IHG Hotel",4.3,"2280 South Haven Avenue, Ontario",ONT,ChIJtcXnsjU1w4ARtLIf9Leuv9s
856,Best Western Plus Ontario Airport & Convention Center,4.3,"209 North Vineyard Avenue, Ontario",ONT,ChIJ0QCww1s0w4ARDq52_JdEjLg
857,Hilton Garden Inn Ontario/Rancho Cucamonga,4.3,"11481 Mission Vista Drive, Rancho Cucamonga",ONT,ChIJK4Dsu4Y1w4ARV524Sx2C4yQ
858,Crowne Plaza Syracuse,4,"701 East Genesee Street, Syracuse",SYR,ChIJXxPu66Tz2YkRrDM-ZxvDhEE
859,The Parkview Hotel,4.3,"713 East Genesee Street, Syracuse",SYR,ChIJrWsN9KTz2YkRFwo4vpFDe8I
860,Jefferson Clinton Suites,4.3,"416 South Clinton Street, Syracuse",SYR,ChIJa_hOyrjz2YkRPNS3MsHdMlA
861,Hilton Garden Inn Syracuse,4.3,"6004 Fair Lakes Road, East Syracuse",SYR,ChIJMRZlv6eS2YkRsqEZ4W4L3vU
862,"Holiday Inn Express Syracuse Airport, an IHG Hotel",4,"5418 South Bay Road, North Syracuse",SYR,ChIJZcNblaLt2YkRbFxK7fMyW4Y
863,Camp Cobbossee Inc,4.5,"3 New King Street # 1, West Harrison",HPN,ChIJCxCWS5C9wokRraf6PG250To
864,Moorehead Manor,5,"1065 King Street, Greenwich",HPN,ChIJ7e1U3peXwokRVRxwr-Yl_Jc
865,Cedar Hall,4.1,"1 Orchard Road, Armonk",HPN,ChIJNakqpbW9wokRTA6kcr3wc1E
866,"Crowne Plaza Albany - the Desmond Hotel, an IHG Hotel",4.3,"660 Albany Shaker Road, Albany",ALB,ChIJ7Z55HvUM3okRxsDNMYb8DhI
867,SureStay Plus Hotel By Best Western Albany Airport,3.2,"200 Wolf Road, Albany",ALB,ChIJZ5pjjIsM3okRykpQyo9Jxfg
868,Marriott Albany,4.2,"189 Wolf Road, Albany",ALB,ChIJuer1J4kM3okRp4RBJOztaeA
869,Hilton Garden Inn Albany Airport,4,"800 Albany Shaker Road, Albany",ALB,ChIJr6-fGd4M3okRH6zn1hg7LaU
870,Hampton Inn Albany-Wolf Road (Airport),4.1,"10 Ulenski Drive, Albany",ALB,ChIJq0QkYooM3okRKyGRYaJfDwU
871,"Crowne Plaza Charleston Airport - Conv Ctr, an IHG Hotel",4.3,"4831 Tanger Outlet Boulevard, North Charleston",CHS,ChIJY5dR91tj_ogR_Wmf9kfe1ho
872,Hilton Garden Inn Charleston Airport,4.2,"5265 International Boulevard, North Charleston",CHS,ChIJf5Y90U5j_ogRm4_4yWYS8yg
873,Hyatt Place Charleston Airport/Convention Center,4.4,"3234 West Montague Avenue, North Charleston",CHS,ChIJQbhrLFJj_ogRBKUuArcBxIY
874,"Home2 Suites by Hilton Charleston Airport/Convention Center, SC",4.3,"3401 West Montague Avenue, North Charleston",CHS,ChIJzyfruU1j_ogRs5UD_CYF8O8
875,Quality Inn Coliseum,3.3,"5055 North Arco Lane, North Charleston",CHS,ChIJoVL_ZFlj_ogRTDhleKy_m6s
876,"Holiday Inn Birmingham-Airport, an IHG Hotel",3.7,"5000 Richard Arrington Junior Boulevard North, Birmingham",BHM,ChIJK_5lyZIaiYgRlEEdCuHxgGg
877,Ramada by Wyndham Birmingham Airport,2.9,"5216 Messer Airport Highway, Birmingham",BHM,ChIJcWB2C5QaiYgRJ1TJHJ0Hh8U
878,Budgetel Inn and Suites,2.5,"5101 Messer Airport Highway, Birmingham",BHM,ChIJAQDAnJIaiYgRkVekQUQz_6Y
879,Relax Inn,3.2,"6101 1st Avenue North, Birmingham",BHM,ChIJ6_vXbpwaiYgRMm_orphBceQ
880,Motel 8 Inn,2.8,"5009 1st Avenue North, Birmingham",BHM,ChIJq6PIXYsaiYgR3Stt7v65iX8
881,Homewood Suites by Hilton Richmond - Airport,3.8,"5996 Audubon Drive, Sandston",RIC,ChIJl0k-4rUbsYkR0DXWIITKIlQ
882,Hampton Inn Richmond - Airport,4.2,"421 International Center Drive, Sandston",RIC,ChIJHZBt98obsYkRoIQN7tU5jSI
883,Hilton Garden Inn Richmond Airport,4.1,"441 International Center Drive, Sandston",RIC,ChIJ-50YZ8obsYkRfTS2aQI5NlI
884,Sheraton Richmond Airport Hotel,3.5,"5501 Eubank Road, Sandston",RIC,ChIJLwLzpFYasYkRbfhFy5RHtcQ
885,Microtel Inn & Suites by Wyndham Richmond Airport,2.7,"6000 Audubon Drive, Sandston",RIC,ChIJQcG7crYbsYkROUijQw5ZtSw
886,"Staybridge Suites Rochester University, an IHG Hotel",4.3,"1000 Genesee Street, Rochester",ROC,ChIJd9XGirm01okRzm2xLjyb8nI
887,Courtyard by Marriott Rochester Brighton,4.1,"33 Corporate Woods, Rochester",ROC,ChIJmzuk7DpL0YkR95dXgAuYIWI
888,Rodeway Inn Rochester Airport,3.2,"1273 Chili Avenue, Rochester",ROC,ChIJJ5MQwUOz1okRzn392ojxEXw
889,Fairfield Inn by Marriott Rochester Airport,4,"1200 Brooks Avenue, Rochester",ROC,ChIJGTRMhk6z1okRHiz4WBttEJg
890,Best Western The Inn At Rochester Airport,4,"395 Buell Road, Rochester",ROC,ChIJRXYN90-z1okR2yPD5PN_peA
891,Days Inn & Suites by Wyndham Savannah North I-95,3.7,"105 Traveler's Way, Port Wentworth",SAV,ChIJNaxrVPCi-4gR7GjmQk0Nd1k
892,Embassy Suites by Hilton Savannah Airport,4.2,"145 West Mulberry Boulevard, Savannah",SAV,ChIJUavq-fyj-4gR7VCriCgXUII
893,Fairfield Inn & Suites by Marriott Savannah Airport,3.8,"10 Stephen South Green Drive, Savannah",SAV,ChIJyXj-Hlqh-4gRmrByUv8EdFM
894,Inn at Mulberry Grove,3.5,"101 O'Leary Road, Savannah",SAV,ChIJ6Skg8vai-4gRUCjRnk_nNSE
895,Hampton Inn and Suites Savannah-Airport,4.3,"70 Stephen South Green Drive, Savannah",SAV,ChIJyXj-Hlqh-4gRWJ0Lb9KoHno
896,Super 8 by Wyndham Vandalia/Dayton International Airport,3.1,"550 East National Road, Vandalia",DAY,ChIJZ1RI9Jt-P4gR3H9kEmJbGwQ
897,Courtyard by Marriott Dayton North,4,"7087 Miller Lane, Dayton",DAY,ChIJMQytvw5-P4gRo9eJOLHe_rg
898,Residence Inn by Marriott Dayton Vandalia,4.4,"7227 York Center Drive, Dayton",DAY,ChIJlQY2GAx-P4gR8gxAta4MW3I
899,Hampton Inn & Suites Dayton-Vandalia,4.3,"7043 Miller Lane, Dayton",DAY,ChIJz_J57w5-P4gReqy3zRa9ZaA
900,Hawthorn Suites by Wyndham Dayton North,3.1,"7070 Poe Avenue, Dayton",DAY,ChIJGV8UoAl-P4gRtsXdOFHpMx0
901,"The Historic Davenport, Autograph Collection",4.6,"10 South Post Street, Spokane",GEG,ChIJoTimK2cYnlQR7BfF2VEGVZ4
902,Hampton Inn Spokane,4.4,"2010 South Assembly Road, Spokane",GEG,ChIJHX3a-_AXnlQReokh0QBkSs0
903,Hotel Ruby,4.1,"901 West 1st Avenue, Spokane",GEG,ChIJSewz3mYYnlQRF9Ds9pDTO5Y
904,Best Western Plus Peppertree Airport Inn,4.1,"3711 South Geiger Boulevard, Spokane",GEG,ChIJ2bAHlNYXnlQRiidVdEHHqug
905,Hilton Garden Inn Spokane Airport,4.5,"9015 U.S. 2, Spokane",GEG,ChIJA4ShO60XnlQRt7ndBtC00QY
906,"Holiday Inn Boise Airport, an IHG Hotel",4.3,"2970 West Elder Street, Boise",BOI,ChIJYaWKBONXrlQRy-2-KBi8wsg
907,TownePlace Suites by Marriott Boise Downtown/University,4.3,"1455 South Capitol Boulevard, Boise",BOI,ChIJK8VPLIv4rlQRBRtqqcDjKG4
908,Inn America - Boise,4.1,"2275 West Airport Way, Boise",BOI,ChIJ-SsC-P1XrlQRv0kt0hrodRc
909,Super 8 by Wyndham Boise,3,"2773 West Elder Street, Boise",BOI,ChIJk4yVxOJXrlQRJfiRjaw2E_c
910,Residence Inn by Marriott Boise Downtown/University,4.4,"1401 South Lusk Place, Boise",BOI,ChIJsxJPOov4rlQRXV1hYJLrJtE
911,Best Western Plus Executive Court Inn & Conference Center,4.3,"13500 South Willow Street, Manchester",MHT,ChIJEy52sttN4okRL3pXLGJB7lw
912,"Holiday Inn Express & Suites Manchester-Airport, an IHG Hotel",4.2,"1298 South Porter Street, Manchester",MHT,ChIJDSoMTIlO4okRbxjycxSKr1M
913,Hilton Garden Inn Manchester Downtown,4.3,"101 South Commercial Street, Manchester",MHT,ChIJbba6mNBO4okRnC2wWOeJkp8
914,Homewood Suites by Hilton Manchester/Airport,4.1,"1000 Perimeter Road, Manchester",MHT,ChIJozYONjlM4okRCdz_7Zqu-AA
915,"Holiday Inn Manchester Airport, an IHG Hotel",4.3,"2280 Brown Avenue, Manchester",MHT,ChIJR0qa6SFM4okRfwlp3sAjs0s
916,Travelodge by Wyndham Fort Myers Airport,3,"13661 Indian Paint Lane, Fort Myers",FMY,ChIJW_Ms_LgU24gRZvkum25NQg4
917,SpringHill Suites by Marriott Fort Myers Airport,4.3,"9501 Marketplace Road, Fort Myers",FMY,ChIJ1d79SK2KXIYRpf8sdr5O0RQ
918,La Quinta Inn & Suites by Wyndham Fort Myers Airport,3.5,"9521 Marketplace Road, Fort Myers",FMY,ChIJoW0ycbcU24gR6GMS-zeVGws
919,Hampton Inn Ft. Myers-Airport I-75,4.4,"9241 Marketplace Road, Fort Myers",FMY,ChIJTcl8-8cU24gRjQDgXkG_HSM
920,Comfort Inn & Suites Airport,4.2,"10081 Intercom Drive, Fort Myers",FMY,ChIJgeS7H7sU24gRns5QcK4qSc0
921,La Quinta Inn & Suites by Wyndham Portland,4,"340 Park Avenue, Portland",PWM,ChIJ289tMQicskwR4xARHl3esKU
922,Best Western Merry Manor Inn,4.3,"700 Main Street, South Portland",PWM,ChIJf2TS7NKeskwR9NGKndhau0Q
923,Howard Johnson by Wyndham South Portland,3.7,"675 Main Street, South Portland",PWM,ChIJdy23ndKeskwRDSWwYbGRr3o
924,"Holiday Inn Express & Suites South Portland, an IHG Hotel",4.3,"303 Sable Oaks Drive, South Portland",PWM,ChIJe8eOZXGZskwRwozYc6lkTBo
925,Fireside Inn & Suites Portland,3.8,"81 Riverside Street, Portland",PWM,ChIJbWQ7Pk6askwRum2woCKliBo
926,Best Western Plus South Coast Inn,4.4,"5620 Calle Real, Goleta",SBA,ChIJN6TrD3FA6YARrqK_v2HYrdc
927,Ramada by Wyndham Santa Barbara,4.1,"4770 Calle Real, Santa Barbara",SBA,ChIJg5Yeoqpq6YAROj6fhRU791g
928,"The Ritz-Carlton Bacara, Santa Barbara",4.4,"8301 Hollister Avenue, Santa Barbara",SBA,ChIJR5dB3hRH6YARhngDWzUoGl4
929,Kimpton Canary Hotel,4.5,"31 West Carrillo Street, Santa Barbara",SBA,ChIJj4oQBXwU6YARZ93NzVVjolY
930,Hotel Santa Barbara,4.3,"533 State Street, Santa Barbara",SBA,ChIJAyHWC3gU6YARIyx8qUv3gnA
931,Howard Johnson by Wyndham Wichita Airport,3.4,"6575 West Kellogg Drive, Wichita",ICT,ChIJOUZgN7jguocRNyEIqnlz-BU
932,Sonesta Simply Suites Wichita Airport,4.4,"570 South Julia Street, Wichita",ICT,ChIJz4KNvsbguocR8ZxPIZZ4ckg
933,DoubleTree by Hilton Hotel Wichita Airport,4.4,"2098 South Airport Road, Wichita",ICT,ChIJ27Wt9lDnuocRepi1UGFkGJM
934,"Holiday Inn Express & Suites Wichita Airport, an IHG Hotel",4.1,"1236 South Dugan Road, Wichita",ICT,ChIJp3HbCbjguocRIz_Dyr0LIHg
935,Best Western Plus Wichita West Airport Inn,4.4,"3800 West Kellogg Drive, Wichita",ICT,ChIJIwYDmSXhuocRhHV_NCS6HE4
936,Courtyard by Marriott Palm Springs,4.2,"1300 East Tahquitz Canyon Way, Palm Springs",PSP,ChIJa3mVrJ4b24ARQbQyEMBEMMw
937,Renaissance Palm Springs Hotel,4.3,"888 East Tahquitz Canyon Way, Palm Springs",PSP,ChIJG001FqIb24ARf6DmPPoRowk
938,The Saguaro Palm Springs,4,"1800 East Palm Canyon Drive, Palm Springs",PSP,ChIJgawnVGgb24AROV1E8Q2PxYE
939,Hilton Palm Springs,4.1,"400 East Tahquitz Canyon Way, Palm Springs",PSP,ChIJFZ53d6Qb24AReSJBflV_-aY
940,Best Western Plus Las Brisas Hotel,4.3,"222 South Indian Canyon Drive, Palm Springs",PSP,ChIJB9QhvaYb24ARz651gCe7-wA
941,Best Western East Towne Suites,3.9,"4801 Annamark Drive, Madison",MSN,ChIJoZmbuPVWBogRLeMXEwSYXj8
942,"Motel 6 Madison, WI - East",3.2,"4202 East Towne Boulevard, Madison",MSN,ChIJc2DUJY5WBogRPzm7W2_JlL8
943,"Red Roof Inn Madison, WI",3,"4830 Hayes Road, Madison",MSN,ChIJJeJ45l5WBogRr9nce9laFXw
944,Motel 6 Madison North,2.6,"1754 Thierer Road, Madison",MSN,ChIJXRh2m5pWBogRC0x3nPoJY78
945,Hampton Inn Madison East Towne Mall Area,4.4,"4820 Hayes Road, Madison",MSN,ChIJp9Q16V5WBogRni5vJsfjIyM
946,"Holiday Inn Grand Rapids - Airport, an IHG Hotel",4,"3063 Lake Eastbrook Boulevard Southeast, Grand Rapids",GRR,ChIJE0MnHRFNGIgRUGU8SYR2btY
947,Sheraton Grand Rapids Airport Hotel,3.8,"5700 28th Street Southeast, Grand Rapids",GRR,ChIJ7_xL7N1NGIgReDpb98MOKYM
948,Hampton Inn & Suites Grand Rapids-Airport 28th St,4,"5200 28th Street Southeast, Grand Rapids",GRR,ChIJdc0rPcBNGIgRgEpdGjRHWPc
949,Homewood Suites by Hilton Grand Rapids,3.7,"3920 Stahl Drive Southeast, Grand Rapids",GRR,ChIJiYWrUg1NGIgRnHINjEW2RfU
950,Courtyard by Marriott Grand Rapids Airport,4.1,"4741 28th Street Southeast, Grand Rapids",GRR,ChIJZYb9paJNGIgRTc0V96vJbWY
951,Des Moines Marriott Downtown,4.3,"700 Grand Avenue, Des Moines",DSM,ChIJTUirfQGZ7ocRsdJ8_2tgTag
952,Hilton Garden Inn Des Moines/Urbandale,4.4,"8600 Northpark Drive, Johnston",DSM,ChIJB032EYSd7ocRqWzIf9Z8d2c
953,Embassy Suites by Hilton Des Moines Downtown,4.2,"101 East Locust Street, Des Moines",DSM,ChIJRykGFayZ7ocROQSNdyBtxP0
