,Hotel Name,Rating,Address,City Code,Place ID
0,"Holiday Inn & Suites Albuquerque Airport, an IHG Hotel",3.7,"1501 Sunport Place Southeast, Albuquerque",ABQ,ChIJWSNsYHcMIocRAEwTzmc2p4Q
1,Hilton Garden Inn Albuquerque Airport,3.9,"2601 Yale Boulevard Southeast, Albuquerque",ABQ,ChIJ19wg04ULIocRD295rgmyS5o
2,"Holiday Inn Express & Suites Albuquerque Airport, an IHG Hotel",4.3,"1921 Yale Boulevard Southeast, Albuquerque",ABQ,ChIJKxw9BYILIocRxWmgRIN0608
3,Sheraton Albuquerque Airport Hotel,4,"2910 Yale Boulevard Southeast, Albuquerque",ABQ,ChIJO1Sk9IULIocROm7jBp0RNYQ
4,Fairfield Inn & Suites by Marriott Albuquerque Airport,3.9,"2300 Centre Avenue Southeast, Albuquerque",ABQ,ChIJ13wBU4ILIocRpT2xkae5lMY
5,Atlanta Airport Marriott Gateway,4.4,"2020 Convention Center Concourse, Atlanta",ATL,ChIJh9qjPsLi9IgRiBpQaVMRTmM
6,Days Inn by Wyndham College Park Airport Best Road,3,"4505 Best Road, College Park",ATL,ChIJTcnwBd7i9IgRBdMt19FVc9U
7,"Holiday Inn Express Atlanta Airport-College Park, an IHG Hotel",3.8,"4601 Best Road, College Park",ATL,ChIJW6-E0t_i9IgRNU8CN079VD8
8,The Westin Atlanta Airport,4.1,"4736 Best Road, Atlanta",ATL,ChIJs-e3biDj9IgR42e_U-svTsY
9,Atlanta Airport Marriott,4.3,"4711 Best Road, Atlanta",ATL,ChIJc6teEyDj9IgR1XhXudL9XBI
10,Aloft BWI Baltimore Washington International Airport,3.7,"1741 West Nursery Road, Linthicum Heights",BWI,ChIJUdwkj4zit4kRVFdQFZcppG4
11,Hilton Baltimore BWI Airport,4.3,"1739 West Nursery Road, Linthicum Heights",BWI,ChIJfVS3hYzit4kRh6WUVco_4Ag
12,BWI Airport Marriott,4.2,"1743 West Nursery Road, Linthicum Heights",BWI,ChIJa0r6qIvit4kRuyI_mMaCzMQ
13,Sheraton Baltimore Washington Airport Hotel - BWI,4.1,"1100 Old Elkridge Landing Road, Linthicum Heights",BWI,ChIJ58-kZnvit4kRRaQwj95lfag
14,The Westin Baltimore Washington Airport - BWI,4.2,"1110 Old Elkridge Landing Road, Linthicum Heights",BWI,ChIJ58-kZnvit4kRHOh9miSvsDM
15,Hilton Boston Logan Airport,4.1,"One Hotel Drive, Boston",BOS,ChIJc9thrD9w44kRLRAPv-EXzT8
16,Hyatt Regency Boston Harbor,4.4,"101 Harborside Drive, Boston",BOS,ChIJO7whihFw44kR0qUerB-XS4o
17,Embassy Suites by Hilton Boston at Logan Airport,4.1,"207 Porter Street, Boston",BOS,ChIJk0IQX0Fw44kR5XxQKfT28rI
18,Northeast Suites,4.5,"50 Lewis Street, East Boston",BOS,ChIJNRjOlYV044kRiOfrEfELq54
19,158 Cottage St LLC,3,"158 Cottage Street, Boston",BOS,ChIJ6xwrz0Nw44kR3rdffxQZDhI
20,Hotel Flamingo Cancun Resort,3.9,"Boulevard Kukulcan km 11.5, Zona Hotelera, Cancún",CUN,ChIJq6qqYQ0rTI8RZeqGQ9iCIZc
21,Royal Sands - Resort & SPA,4.6,"Boulevard Kukulcan Km 13.5, Zona Hotelera, Cancún",CUN,ChIJCUbAonqv14ARL7pMhy0d5yM
22,Grand Fiesta Americana Coral Beach Cancún - All Inclusive,4.6,"Boulevard Kukulcan km. 9.5, Zona Hotelera, Cancún",CUN,ChIJ_z7eiqEoTI8Rd460P_qMgEY
23,Moon Palace® Cancun All Inclusive Resort,4.5,"Cancun - Chetumal Km 340, Riviera Maya, Cancún",CUN,ChIJpy4RUlwoTI8RXrJ2FFP42qc
24,Live Aqua Beach Resort Cancun,4.6,"Boulevard Kukulcan Km 12.5, Zona Hotelera, Cancún",CUN,ChIJNaiYPHYrTI8R6qHmlkHnuWI
25,Sheraton Charlotte Airport Hotel,4.3,"3315 Scott Futrell Drive, Charlotte",CLT,ChIJbZ-wtxKiVogROzKJ8Fze8FM
26,Hyatt Place Charlotte Airport/Tyvola Road,4,"2950 Oak Lake Boulevard, Charlotte",CLT,ChIJc6MGw-eYVogRvg9hgVFI56E
27,Hyatt Place Charlotte Airport/Lake Pointe,4.1,"4119 South Stream Boulevard, Charlotte",CLT,ChIJy6wOld-YVogRTZnrYGAYWtg
28,"Holiday Inn Charlotte-Airport Conf Ctr, an IHG Hotel",4.1,"2707 Little Rock Road, Charlotte",CLT,ChIJdbjECWOiVogRUOJppRWrk-U
29,Hampton Inn & Suites Charlotte-Airport,4.2,"2731 Little Rock Road, Charlotte",CLT,ChIJqbVsF2OiVogRATDYOUp9TFA
30,Hilton Chicago O'Hare Airport,3.8,"10000 West Balmoral Avenue, Chicago",CHI,ChIJkQT6kAe2D4gR52GlJt1dD0A
31,Sheraton Suites Chicago O'Hare,4.3,"6501 Mannheim Road, Rosemont",CHI,ChIJpw77ZGi2D4gRT-t2raLahQU
32,Best Western At O'Hare,3.7,"10300 West Higgins Road, Rosemont",CHI,ChIJyxHg5We2D4gRiGgYloWqdJc
33,Sonesta Chicago O'Hare Airport Rosemont,4.2,"10233 West Higgins Road, Rosemont",CHI,ChIJx_mi-Gi2D4gRFbi8l1JRess
34,Four Points by Sheraton Chicago O'Hare Airport,3.8,"10249 West Irving Park Road, Schiller Park",CHI,ChIJu0v2trm1D4gRCKrJi_F7GCY
35,"Holiday Inn Express & Suites Chicago-Midway Airport, an IHG Hotel",4.2,"6500 South Cicero Avenue, Chicago",CHI,ChIJ6dTsFPwwDogRKHrBt08Kolw
36,Chicago Marriott Midway,4.2,"6520 South Cicero Avenue, Chicago",CHI,ChIJ-S-Rh_wwDogRtRIkyZ00ulo
37,Courtyard by Marriott Chicago Midway Airport,4.1,"6610 South Cicero Avenue, Bedford Park",CHI,ChIJxyoZ4fswDogRR1wA8Y4oOWU
38,Fairfield Inn & Suites by Marriott Chicago Midway Airport,4,"6630 South Cicero Avenue, Bedford Park",CHI,ChIJ4efn4PswDogRlyPq55S1rzQ
39,Hilton Garden Inn Chicago/Midway Airport,4.1,"6530 South Cicero Avenue, Bedford Park",CHI,ChIJgY_PBPwwDogREO3iaaFP8uo
40,Hilton Garden Inn Colorado Springs Airport,4.2,"2035 Aerotech Drive, Colorado Springs",COS,ChIJWdkSfbZGE4cR-P352U_H_yQ
41,Radisson Hotel Colorado Springs Airport,4.4,"1645 Newport Road, Colorado Springs",COS,ChIJgcYTDhhFE4cRNij0sYiUZpM
42,TownePlace Suites by Marriott Colorado Springs South,4.1,"1530 Newport Road, Colorado Springs",COS,ChIJdcUPd7hGE4cRf56TfQFdaTM
43,SpringHill Suites by Marriott Colorado Springs South,4.2,"1570 Newport Road, Colorado Springs",COS,ChIJa4duCrhGE4cRGH1mnKWhJbQ
44,"Holiday Inn Express & Suites Colorado Springs Airport, an IHG Hotel",4,"1815 Aeroplaza Drive, Colorado Springs",COS,ChIJ-XPzcLpGE4cR_Uvql1IBWas
45,Embassy Suites by Hilton Dallas Love Field,4.3,"3880 West Northwest Highway, Dallas",DFW,ChIJv3QIGcSdToYRPI1IP5IcGpk
46,Hawthorn Suites by Wyndham Dallas Love Field Airport,3.2,"7900 Brookriver Drive, Dallas",DFW,ChIJn8Ye4GicToYRfaW-McfeTZk
47,"Crowne Plaza Dallas-Market Center, an IHG Hotel",3.5,"7050 North Stemmons Freeway, Dallas",DFW,ChIJvVZ6XG-cToYR_uPnPuhuiYQ
48,Comfort Inn & Suites Dallas Medical-Market Center,3.9,"1521 Inwood Road, Dallas",DFW,ChIJVwgtfg6cToYRFx8Z5lwufMY
49,Embassy Suites by Hilton Dallas Market Center,3.8,"2727 North Stemmons Freeway, Dallas",DFW,ChIJ9fa91qqeToYRCE4aW1Vw-2M
50,Hyatt Regency Dfw International Airport,4.3,"2334 North International Parkway, Dallas",DFW,ChIJA6nNJtjGK4YRLtRc_TGYfNI
51,"Holiday Inn Express & Suites Irving DFW Airport North, an IHG Hotel",3.8,"4550 West John Carpenter Freeway, Irving",DFW,ChIJrfI1MyYqTIYRZ3fMo6r-oZo
52,Dallas/Fort Worth Airport Marriott,4.2,"8440 Freeport Parkway, Irving",DFW,ChIJG83rAzIqTIYRAgtPIsKMEmQ
53,The Westin Dallas Fort Worth Airport,4.2,"4545 West John Carpenter Freeway, Irving",DFW,ChIJK9SAYSgqTIYRFTR0pt3X69A
54,Quality Inn DFW Airport North,3.4,"8205 Esters Boulevard, Irving",DFW,ChIJ40pFOCgqTIYRSmJAlUeqR6U
55,The Westin Denver International Airport,4.4,"8300 Peña Boulevard, Denver",DEN,ChIJcTeWd-5nbIcRsyz5EkBkup0
56,Detroit Metro Airport Marriott,4.2,"30559 Flynn Drive, Romulus",DTT,ChIJYZv8DtVOO4gR11GgOKANvmg
57,Howard Johnson by Wyndham Romulus Detroit Metro Airport,3.1,"31119 Flynn Drive, Romulus",DTT,ChIJyzmfBNdOO4gRoi5sB-pWQxw
58,Embassy Suites by Hilton Detroit Metro Airport,4.2,"8600 Wickham Road, Romulus",DTT,ChIJ3d4oWthOO4gR_6BL9NPXGfs
59,Baymont by Wyndham Detroit Airport/Romulus,3.9,"9000 Wickham Road, Romulus",DTT,ChIJZcn3gSdPO4gRsxQJ8dhEgvU
60,"Holiday Inn Detroit Metro Airport, an IHG Hotel",4.2,"8400 Merriman Road, Romulus",DTT,ChIJjX-D6NlOO4gRUbAibrY2QXE
61,Super 8 by Wyndham El Paso Airport,3.4,"7144 Gateway Boulevard East, El Paso",ELP,ChIJl8xSPBdb54YRNllYE4-xcXs
62,Marriott El Paso,4.1,"1600 Airway Boulevard, El Paso",ELP,ChIJJVJLIVha54YRr45tjC17DFg
63,Residence Inn by Marriott El Paso,4.1,"6355 Gateway Boulevard West, El Paso",ELP,ChIJeVt6OVJa54YRTMa_RU7c7aU
64,Wyndham El Paso Airport Hotel and Water Park,3.9,"2027 Airway Boulevard, El Paso",ELP,ChIJPb1O515a54YRuvLOfO-Agg0
65,Courtyard by Marriott El Paso Airport,4.2,"6610 International Drive, El Paso",ELP,ChIJlZdi-FRa54YRDieaZB9ZMCQ
66,Hangar Inn Hotel,4.2,"Chapala - Guadalajara No. 8701, El Refugio",GDL,ChIJgT32jF9ML4QRVh6IQrX4EkU
67,Houston Airport Marriott at George Bush Intercontinental,4.3,"18700 John F Kennedy Boulevard, Houston",HOU,ChIJx1VD2SO0QIYRVimPKW3cF1M
68,Ramada by Wyndham Houston Intercontinental Airport East,3.4,"6115 Will Clayton Parkway, Humble",HOU,ChIJx6erZ42zQIYRaglFH8e2838
69,DoubleTree by Hilton Hotel Houston Intercontinental Airport,4.2,"15747 John F Kennedy Boulevard, Houston",HOU,ChIJ8TvZ6Je2QIYRo9ccXopKZ6g
70,Sheraton North Houston at George Bush Intercontinental,4.1,"15700 John F Kennedy Boulevard, Houston",HOU,ChIJBWA9Zb22QIYRfEcBOYKf8a8
71,SpringHill Suites by Marriott Houston Intercontinental Airport,4.4,"15840 John F Kennedy Boulevard, Houston",HOU,ChIJoSoOC5i2QIYR_eODAX2UcPU
72,Houston Marriott South at Hobby Airport,4.2,"9100 Gulf Freeway, Houston",HOU,ChIJQyH-ibuXQIYRDu7JnrD-pIU
73,DoubleTree by Hilton Hotel Houston Hobby Airport,4.3,"8181 Airport Boulevard, Houston",HOU,ChIJy4n4MbWXQIYRV_rJGCS5d34
74,Courtyard by Marriott Houston Hobby Airport,4.1,"9190 Gulf Freeway, Houston",HOU,ChIJRQtwCryXQIYRR9_CfzR9McE
75,"Motel 6 Houston, TX - Hobby",2.9,"9005 Airport Boulevard, Houston",HOU,ChIJI6Bv9rqXQIYRxmHDxQ7haNs
76,"Holiday Inn Houston-Hobby Airport, an IHG Hotel",3.4,"8611 Airport Boulevard, Houston",HOU,ChIJI-G7-bOXQIYR2I95sh7KXcY
77,Hilton Kansas City Airport,4,"8801 Northwest 112th Street, Kansas City",MKC,ChIJgVzzZYlewIcRQKsmlOfawjQ
78,Embassy Suites by Hilton Kansas City International Airport,4.2,"7640 Northwest Tiffany Springs Parkway, Kansas City",MKC,ChIJHe4YQudewIcRGxviyNLCFzA
79,Days Inn by Wyndham Kansas City International Airport,3.2,"11120 North Ambassador Drive, Kansas City",MKC,ChIJz3XV6YtewIcR1FwWjP4kr1Q
80,"Holiday Inn Kansas City Airport, an IHG Hotel",4.2,"11728 North Ambassador Drive, Kansas City",MKC,ChIJ3yVvHIFewIcRmGPBpC9rvK0
81,Kansas City Airport Marriott,4,"775 Brasilia Avenue, Kansas City",MKC,ChIJK-0pReJdwIcR234PgUgxi8E
82,Best Western Mccarran Inn,4,"4970 Paradise Road, Las Vegas",LAS,ChIJQwPVPK_FyIARs0tWbaAaTMY
83,"Motel 6 Las Vegas, NV - Tropicana",3.6,"195 East Tropicana Avenue, Las Vegas",LAS,ChIJX2Wc7bXFyIAR8p6Z3iYbTx4
84,Desert Rose Resort,4.4,"5051 Duke Ellington Way, Las Vegas",LAS,ChIJHYMKmsnFyIARKIyIsI13bYU
85,Hyatt Place Las Vegas,4.2,"4520 Paradise Road, Las Vegas",LAS,ChIJO12eJa3FyIAROUIjotAL-Lo
86,Howard Johnson by Wyndham Las Vegas near the Strip,3,"165 East Tropicana Avenue, Las Vegas",LAS,ChIJPS2gccrFyIARWS-0npDA3AQ
87,"Holiday Inn Express Silao-Aeropuerto Bajio, an IHG Hotel",4.4,"Libramiento Norte 3360, Col. la Joja, Silao",BJX,ChIJcfKG9am_K4QR7pPwzHoet_Y
88,Hotel Splash Inn,4.3,"Km 155.3 Silao-León de Los Aldama Playas de Sotelo, Silao",BJX,ChIJt67bG9WbK4QRcI1NCqveRAM
89,Hotel 5 Inn,4.5,"Km 158+300, 36270 México, Carretera Federal 45, Silao",BJX,ChIJeZq2luWZK4QRy78Etzqi-pI
90,Hotel Villa Victoria,3.8,"Álvaro Obregón 245a, Sin Nombre, Silao",BJX,ChIJN0a04IabK4QRLxT9Xg4tnw0
91,Hotel Mision Comanjilla,4.2,"Congregación Comanjilla, S/N Rancho Agua Caliente, Silao",BJX,ChIJiQd-TIKYK4QR0COom6F-ZU4
92,Courtyard by Marriott Los Angeles LAX/Century Boulevard,4.1,"6161 West Century Boulevard, Los Angeles",LAX,ChIJ5-c-ziqxwoAR0PB8w7mx744
93,Embassy Suites by Hilton Los Angeles International Airport South,4,"1440 East Imperial Avenue, El Segundo",LAX,ChIJqwKyxTaxwoARKc-Swehxlpk
94,Sheraton Gateway Los Angeles Hotel,4.1,"6101 West Century Boulevard, Los Angeles",LAX,ChIJWQrR4tS2woARHV9LcAjcw48
95,Travelodge by Wyndham LAX,3.4,"1804 East Sycamore Avenue, El Segundo",LAX,ChIJ6yPHkzWxwoAR-MPLHV1sjRE
96,Embassy Suites by Hilton Los Angeles International Airport North,4,"9801 Airport Boulevard, Los Angeles",LAX,ChIJHRv6mta2woAR3F88Nz0Mt7Q
97,We Hotel Aeropuerto,4.1,"Boulevard Puerto Aéreo 390, Moctezuma 2da Sección, Ciudad de México",MEX,ChIJW8MJYwj80YURc0q6XMSv-ks
98,Hilton México City Airport,4.2,"International Mexico City Airport, Ciudad de México",MEX,ChIJYfcDJHb80YURqf2Q3gID4JI
99,Camino Real Aeropuerto México,4.3,"Puerto México 80, Peñón de los Baños, Ciudad de México",MEX,ChIJJTny9Qn80YURYx2kbwiftd8
100,Fiesta Inn Aeropuerto Ciudad de México,4.3,"Boulevard Puerto Aéreo 502, Moctezuma 2da Sección, Ciudad de México",MEX,ChIJM9ELdxz80YUR4Wy_N6se01g
101,Hotel NH Collection Mexico City Airport T2,4.4,"Capitán Carlos León Gonzales s/n, Ciudad de México",MEX,ChIJAV3tavX70YURoElOH9wXwHs
102,Miami International Airport Hotel,4.1,"Miami International Airport Hotel, Le Jeune Rd, Concourse E 2nd Floor, Northwest 20th Street, Miami",MIA,ChIJe75xWOK52YgRLUnSri2m6qk
103,"Holiday Inn Express Miami-Arpt Ctrl-Miami Springs, an IHG Hotel",3.6,"5125 Northwest 36th Street, Miami Springs",MIA,ChIJh5i2ov-52YgRZg1p1LyGx9s
104,Days Inn by Wyndham Miami Airport North,2.5,"4767 Northwest 36th Street, Miami",MIA,ChIJR8SMCwK72YgR1v0V7WYGm_s
105,Runway Inn Miami Airport Hotel,2.8,"656 East Drive, Miami Springs",MIA,ChIJZ-tWzlS32YgR9WLi_hc1-30
106,Sleep Inn Miami Airport,3.6,"105 Fairway Drive, Miami Springs",MIA,ChIJWVoNyPi52YgRCyI9_vhgRYA
107,Hilton Minneapolis-St. Paul Airport,4.2,"3800 American Boulevard East, Bloomington",MSP,ChIJudV85h8v9ocRmpBcgEwXupo
108,Embassy Suites by Hilton Minneapolis Airport,4,"7901 34th Avenue South, Bloomington",MSP,ChIJe_VuPh8v9ocRClalfFc_54U
109,Hampton Inn Suites Minneapolis St Paul Arpt-Mall of America,3.9,"2860 Metro Drive, Bloomington",MSP,ChIJb7y6zBcv9ocRqxNSqVEnyWs
110,"Crowne Plaza Suites Msp Airport - Mall of America, an IHG Hotel",4,"3 Appletree Square, Bloomington",MSP,ChIJCQdAmx4v9ocR16dqgZVt8sk
111,Marriott Minneapolis Airport,4,"2020 American Boulevard East, Bloomington",MSP,ChIJmWsQ_2kv9ocRnVIcd0lfjjE
112,City Express Monterrey Aeropuerto,4.2,"Boulevard Aeropuerto 5028, Industrial Milenium, Ciudad Apodaca",MTY,ChIJI7ClooSVYoYR4qyBX4fZAUE
113,"Holiday Inn Express & Suites Monterrey Aeropuerto, an IHG Hotel",4.4,"Boulevard Aeropuerto 400, Parque Industrial Milenium, Monterrey",MTY,ChIJNTo3QWrpYoYRf3-RMcx7BxY
114,"Crowne Plaza Monterrey Aeropuerto, an IHG Hotel",4.5,"Boulevard Aeropuerto 171 Col, Parque Industrial Nexxus, Monterrey",MTY,ChIJC_7jBdLuYoYRu3eqy6WNmxk
115,ibis Monterrey Aeropuerto,3.8,"Blvd. Interamerican 105 Al 109, Parque Industrial FINSA, Ciudad Apodaca",MTY,ChIJvaoRZ_eVYoYRpvhs_CTXmsk
116,Best Western Premier Monterrey Aeropuerto,4.6,"Boulevard Aeropuerto 5001, Parque Industrial Milenio, Ciudad Apodaca",MTY,ChIJbbaf_83uYoYRpoDtCzD150g
117,La Quinta Inn & Suites by Wyndham Nashville Airport,3.3,"531 Donelson Pike, Nashville",BNA,ChIJxTeEAVxpZIgRD4evBpoadP4
118,Sheraton Music City Nashville Airport,4.2,"777 McGavock Pike, Nashville",BNA,ChIJrX1v5ThpZIgRzvK5VyDuaEU
119,Sonesta Nashville Airport,4.4,"600 Marriott Drive, Nashville",BNA,ChIJkx4glCRpZIgRjMkFeR3DPnQ
120,Hilton Nashville Airport,4,"2200 Elm Hill Pike, Nashville",BNA,ChIJZRS3NhZpZIgR5xeM-RPi8_c
121,La Quinta Inn & Suites by Wyndham Nashville Airport/Opryland,3.1,"2345 Atrium Way, Nashville",BNA,ChIJQeN62RlpZIgRgDNIbkLPCXM
122,Hilton New Orleans Airport,4.1,"901 Airline Drive, Kenner",MSY,ChIJm_MQeXm3IIYR0pKegSA2b1g
123,La Quinta Inn & Suites by Wyndham New Orleans Airport,3.6,"2610 Williams Boulevard, Kenner",MSY,ChIJ6946Rjy3IIYR0-i1CZ5PAm0
124,Comfort Suites Airport,4,"2710 Idaho Avenue, Kenner",MSY,ChIJZ0Mbhzu3IIYRwNR_x-uQMYw
125,Days Inn by Wyndham New Orleans Airport,2.9,"1021 Airline Drive, Kenner",MSY,ChIJya9qWHi3IIYRdCdpGYRju14
126,DoubleTree by Hilton Hotel New Orleans Airport,4,"2150 Veterans Memorial Boulevard, Kenner",MSY,ChIJa4hRmjy3IIYRxCZL4YviMNg
127,TWA Hotel,4.3,"John F. Kennedy International Airport, One, JFK Access Road, Idlewild Drive, Queens",NYC,ChIJUQfOtlhmwokRWLy40MMrLcQ
128,Smarte Carte Inc,1,"Jfk International Airport, Jamaica",NYC,ChIJQ8ytUepjwokRNc8uaE6PcSI
129,TWA Fitness,4.8,"John F. Kennedy International Airport, One Idlewild Drive, Queens",NYC,ChIJ84UHG89nwokRXNTuJUme5KQ
130,Newark Liberty International Airport Marriott,4,"Newark Liberty International Airport, 1 Hotel Road, Newark",NYC,ChIJlXycOvpSwokRRtWN6t7gjJw
131,Hilton Newark Airport,4,"1170 Spring Street, Elizabeth",NYC,ChIJQ_SvvOpSwokRffhKuMFRj9Q
132,Holiday Inn Newark Airport,3.9,"450 US Route 1 &, 9, Newark",NYC,ChIJId6gPexSwokRxo1OL_fk4Eo
133,"Crowne Plaza Newark Airport, an IHG Hotel",3.6,"901 Spring Street, Elizabeth",NYC,ChIJt5FQF5ZSwokRxKd9lxfdqUE
134,Best Western Plus Newark Airport West,3.8,"101 International Way, Newark",NYC,ChIJOSlAfh1TwokRk06ueEQUhGo
135,Cambridge Inn,3.7,"7400 South May Avenue, Oklahoma City",OKC,ChIJ36JUdbUTsocRHJPJUcoibq4
136,"Motel 6 Oklahoma City, OK - Airport East",3.1,"7404 South May Avenue, Oklahoma City",OKC,ChIJHU4CCbUTsocR__NXA_vbXj4
137,Hyatt Regency Orlando International Airport,4.5,"9300 Jeff Fuqua Boulevard, Orlando",ORL,ChIJ3WB_SuVi54gRBht8RQ7TZeU
138,Ramada by Wyndham Suites Orlando Airport,3.9,"7500 Augusta National Drive, Orlando",ORL,ChIJeyGRTBBj54gRg2_dLKOGhVw
139,Marriott Orlando Airport Lakeside,4.3,"7499 Augusta National Drive, Orlando",ORL,ChIJuYNTzA9j54gR6gElen245tA
140,Hilton Garden Inn Orlando Airport,4.2,"7300 Augusta National Drive, Orlando",ORL,ChIJH_My7BFj54gRDQc1O6UgZIQ
141,La Quinta Inn & Suites by Wyndham Orlando Airport North,4.1,"7160 North Frontage Road, Orlando",ORL,ChIJRX5UohZj54gRs-mUifTINOw
142,Philadelphia Airport Marriott,4.1,"One Arrivals Road Terminal B, Philadelphia",PHL,ChIJaQfX4ZzExokRQc3HFJWnlb4
143,Embassy Suites by Hilton Philadelphia Airport,3.5,"9000 Bartram Avenue, Philadelphia",PHL,ChIJRTmGxn3DxokRTe3Yvn-Nrl0
144,Sonesta Select Philadelphia Airport,4,"8900 Bartram Avenue, Philadelphia",PHL,ChIJ78HXE4DExokRsj-AjwOorrw
145,Fairfield Inn Philadelphia Airport,3.7,"8800 Bartram Avenue, Philadelphia",PHL,ChIJORlx1IHExokR9CX_HJ9tbAM
146,Hampton Inn Philadelphia-International Airport,3.8,"8600 Bartram Avenue, Philadelphia",PHL,ChIJW7-AQ4DExokRjkd3o-GLRCk
147,Hilton Garden Inn Phoenix Airport North,4.2,"3838 East Van Buren Street, Phoenix",PHX,ChIJH2-KO4cOK4cRdw4y671fEgw
148,Aloft Phoenix-Airport,4.2,"4450 East Washington Street, Phoenix",PHX,ChIJcfl0b5AOK4cRNPRF4KMuxZw
149,DoubleTree Suites by Hilton Hotel Phoenix,4,"320 North 44th Street, Phoenix",PHX,ChIJYcZBvoQOK4cRV_kAP0NqshA
150,Hilton Phoenix Airport,4.3,"2435 South 47th Street, Phoenix",PHX,ChIJwbhAveYOK4cRS_nQ9KGAi6s
151,"Holiday Inn Express & Suites Phoenix Airport, an IHG Hotel",4.2,"3401 East University Drive, Phoenix",PHX,ChIJ36JozsIRK4cRHTOhqCLJWSg
152,La Quinta Inn & Suites by Wyndham Salt Lake City Airport,3.8,"4905 Wiley Post Way, Salt Lake City",SLC,ChIJhXlv2jbyUocRrs14OraVwkQ
153,"Holiday Inn Express & Suites Salt Lake City-Airport East, an IHG Hotel",4.2,"200 North 2100 West, Salt Lake City",SLC,ChIJGWMtPHb0UocRzV0IqxXiiB4
154,Radisson Hotel Salt Lake City Airport,3.3,"2177 West North Temple Street, Salt Lake City",SLC,ChIJ18mQ2Hf0UocRkArKsR3iODg
155,DoubleTree by Hilton Hotel Salt Lake City Airport,4.1,"5151 Wiley Post Way, Salt Lake City",SLC,ChIJD2O7OTryUocRnRbxDgzDpC8
156,Residence Inn by Marriott Salt Lake City Airport,4.2,"4883 West Douglas Corrigan Way, Salt Lake City",SLC,ChIJnaJy-jbyUocR-95Zw6hfomA
157,Sheraton San Diego Hotel & Marina,4.1,"1380 Harbor Island Drive, San Diego",SAN,ChIJz51XAUCr3oAR6XwxuHXrOUc
158,Hilton San Diego Airport/Harbor Island,4.2,"1960 Harbor Island Drive, San Diego",SAN,ChIJBwpcVg2r3oARFfs8-h0mBeg
159,Courtyard by Marriott San Diego Airport/Liberty Station,4.5,"2592 Laning Road, San Diego",SAN,ChIJgzar2Air3oARtNzkgMUEko8
160,La Quinta Inn & Suites by Wyndham San Diego Old Town/Airport,4,"2380 Moore Street, San Diego",SAN,ChIJUbzGhN-q3oARzfsh-dL45yc
161,Fairfield Inn & Suites by Marriott San Diego Old Town,4.2,"3900 Old Town Avenue, San Diego",SAN,ChIJiZnBoSCr3oARGXDO-NgF9q8
162,Embassy Suites by Hilton San Antonio Airport,4.3,"10110 U.S. 281, San Antonio",SAT,ChIJZYtR8KeKXIYR7Kvg0ip6Y5Q
163,Hilton Garden Inn San Antonio Airport South,4.1,"8505 Broadway, San Antonio",SAT,ChIJbaxwxUr1XIYRK5FMJRFxgSc
164,La Quinta Inn & Suites by Wyndham San Antonio Airport,4,"850 Halm Boulevard, San Antonio",SAT,ChIJ-TCOMauKXIYR2co_TdsQgOc
165,"Holiday Inn Express San Antonio-Airport, an IHG Hotel",4.5,"91 Northeast Interstate 410 Loop, San Antonio",SAT,ChIJz6RWuAFgXIYRgPrmRhQJ4WY
166,Fairfield Inn & Suites by Marriott San Antonio Airport/North Star Mall,3.9,"88 Northeast Interstate 410 Loop, San Antonio",SAT,ChIJoRp0kABgXIYR4bqZfJGJ2eM
167,"Sfo Airport Hotel, El Rancho Inn, BW Signature Collection",4.1,"1100 El Camino Real, Millbrae",SFO,ChIJwf_keZ93j4ARXnyhPd_snMw
168,Hotel 1550,4,"1550 El Camino Real, San Bruno",SFO,ChIJK2TBOXZ3j4AR0GcBlSQsOY4
169,The Millwood - A Boutique Hotel,4.3,"1375 El Camino Real, Millbrae",SFO,ChIJBWjaH553j4ARUA_jMvWQ_Mk
170,Fairfield Inn & Suites by Marriott San Francisco Airport/Millbrae,4,"250 El Camino Real, Millbrae",SFO,ChIJWbk5MqV3j4ARAe6duVmddx8
171,Hotel Aura,4.3,"190 El Camino Real, San Bruno",SFO,ChIJZ4zb8nt3j4ARZA9zjTiRfIU
172,Hilton Seattle Airport & Conference Center,4,"17620 International Boulevard, Seattle",SEA,ChIJvcyZA6xckFQRdOePznHCxns
173,Radisson Hotel Seattle Airport,4.1,"18118 International Boulevard, Seattle",SEA,ChIJU46tiahckFQRXtt6bjMdi60
174,Seattle Airport Marriott,4.2,"3201 South 176th Street, Seattle",SEA,ChIJq62dVa5ckFQRlC164bJxLUw
175,Red Roof Inn Seattle Airport - SEATAC,3.6,"16838 International Boulevard, Seattle",SEA,ChIJXQaeV01DkFQR96eEyUW5L8s
176,La Quinta Inn & Suites by Wyndham Seattle Sea-Tac Airport,3.9,"2824 South 188th Street, Seattle",SEA,ChIJrU386FhbkFQRj8xo7Kneums
177,Drury Inn & Suites St. Louis Airport,4.5,"10490 Natural Bridge Road, St. Louis",STL,ChIJg-2svac234cRfvo0xrYviO0
178,Hilton St. Louis Airport,3.8,"10330 Natural Bridge Road, St. Louis",STL,ChIJqXUrER4034cRFjDf-lygnrw
179,Quality Inn Airport,2.9,"10232 Natural Bridge Road, St. Louis",STL,ChIJyRw2xx8034cRnaBs4tIW1jY
